NumeroIteracoes,1
Keff,1.000000000000

Malha,Posicao,Fluxo_Grupo1,Fluxo_Grupo2
232,46.4000,0.993251859,0.147442021
233,46.6000,0.993960955,0.147547282
234,46.8000,0.994630812,0.147646718
235,47.0000,0.995261402,0.147740325
236,47.2000,0.995852701,0.147828100
237,47.4000,0.996404686,0.147910039
238,47.6000,0.996917334,0.147986138
239,47.8000,0.997390625,0.148056395
240,48.0000,0.997824541,0.148120807
241,48.2000,0.998219065,0.148179372
242,48.4000,0.998574181,0.148232087
243,48.6000,0.998889875,0.148278949
244,48.8000,0.999166134,0.148319958
245,49.0000,0.999402948,0.148355112
246,49.2000,0.999600308,0.148384409
247,49.4000,0.999758204,0.148407847
248,49.6000,0.999876632,0.148425427
249,49.8000,0.999955587,0.148437148
250,50.0000,0.999995065,0.148443008
251,50.2000,0.999995065,0.148443008
252,50.4000,0.999955587,0.148437148
253,50.6000,0.999876632,0.148425427
254,50.8000,0.999758204,0.148407847
255,51.0000,0.999600308,0.148384409
256,51.2000,0.999402948,0.148355112
257,51.4000,0.999166134,0.148319958
258,51.6000,0.998889875,0.148278949
259,51.8000,0.998574181,0.148232087
260,52.0000,0.998219065,0.148179372
261,52.2000,0.997824541,0.148120807
262,52.4000,0.997390625,0.148056395
263,52.6000,0.996917334,0.147986138
264,52.8000,0.996404686,0.147910039
265,53.0000,0.995852701,0.147828100
266,53.2000,0.995261402,0.147740325
267,53.4000,0.994630812,0.147646718
268,53.6000,0.993960955,0.147547282
269,53.8000,0.993251859,0.147442021
270,54.0000,0.992503551,0.147330940
271,54.2000,0.991716060,0.147214041
272,54.4000,0.990889418,0.147091332
273,54.6000,0.990023658,0.146962815
274,54.8000,0.989118813,0.146828496
275,55.0000,0.988174919,0.146688381
276,55.2000,0.987192014,0.146542475
277,55.4000,0.986170136,0.146390784
278,55.6000,0.985109326,0.146233313
279,55.8000,0.984009626,0.146070070
280,56.0000,0.982871078,0.145901059
281,56.2000,0.981693729,0.145726289
282,56.4000,0.980477623,0.145545766
283,56.6000,0.979222811,0.145359497
284,56.8000,0.977929340,0.145167489
285,57.0000,0.976597262,0.144969751
286,57.2000,0.975226630,0.144766289
287,57.4000,0.973817497,0.144557112
288,57.6000,0.972369920,0.144342228
289,57.8000,0.970883956,0.144121646
290,58.0000,0.969359662,0.143895374
291,58.2000,0.967797100,0.143663422
292,58.4000,0.966196331,0.143425797
293,58.6000,0.964557418,0.143182511
294,58.8000,0.962880427,0.142933572
295,59.0000,0.961165422,0.142678990
296,59.2000,0.959412472,0.142418776
297,59.4000,0.957621646,0.142152939
298,59.6000,0.955793015,0.141881490
299,59.8000,0.953926651,0.141604440
300,60.0000,0.952022627,0.141321800
301,60.2000,0.950081019,0.141033580
302,60.4000,0.948101904,0.140739793
303,60.6000,0.946085359,0.140440450
304,60.8000,0.944031464,0.140135562
305,61.0000,0.941940301,0.139825142
306,61.2000,0.939811951,0.139509201
307,61.4000,0.937646499,0.139187754
308,61.6000,0.935444031,0.138860811
309,61.8000,0.933204633,0.138528386
310,62.0000,0.930928393,0.138190493
311,62.2000,0.928615402,0.137847144
312,62.4000,0.926265751,0.137498353
313,62.6000,0.923879533,0.137144134
314,62.8000,0.921456841,0.136784500
315,63.0000,0.918997772,0.136419467
316,63.2000,0.916502422,0.136049048
317,63.4000,0.913970890,0.135673258
318,63.6000,0.911403277,0.135292111
319,63.8000,0.908799682,0.134905624
320,64.0000,0.906160210,0.134513811
321,64.2000,0.903484964,0.134116688
322,64.4000,0.900774051,0.133714269
323,64.6000,0.898027576,0.133306572
324,64.8000,0.895245648,0.132893613
325,65.0000,0.892428378,0.132475407
326,65.2000,0.889575876,0.132051971
327,65.4000,0.886688256,0.131623321
328,65.6000,0.883765630,0.131189476
329,65.8000,0.880808115,0.130750451
330,66.0000,0.877815827,0.130306265
331,66.2000,0.874788884,0.129856934
332,66.4000,0.871727407,0.129402477
333,66.6000,0.868631514,0.128942911
334,66.8000,0.865501330,0.128478255
335,67.0000,0.862336978,0.128008527
336,67.2000,0.859138581,0.127533745
337,67.4000,0.855906268,0.127053928
338,67.6000,0.852640164,0.126569095
339,67.8000,0.849340400,0.126079266
340,68.0000,0.846007106,0.125584459
341,68.2000,0.842640412,0.125084695
342,68.4000,0.839240453,0.124579992
343,68.6000,0.835807361,0.124070371
344,68.8000,0.832341274,0.123555852
345,69.0000,0.828842327,0.123036455
346,69.2000,0.825310659,0.122512201
347,69.4000,0.821746409,0.121983111
348,69.6000,0.818149717,0.121449204
349,69.8000,0.814520727,0.120910503
350,70.0000,0.810859581,0.120367029
351,70.2000,0.807166423,0.119818803
352,70.4000,0.803441400,0.119265847
353,70.6000,0.799684658,0.118708182
354,70.8000,0.795896347,0.118145831
355,71.0000,0.792076614,0.117578815
356,71.2000,0.788225612,0.117007158
357,71.4000,0.784343492,0.116430882
358,71.6000,0.780430407,0.115850009
359,71.8000,0.776486513,0.115264562
360,72.0000,0.772511964,0.114674565
361,72.2000,0.768506917,0.114080041
362,72.4000,0.764471531,0.113481014
363,72.6000,0.760405966,0.112877506
364,72.8000,0.756310380,0.112269542
365,73.0000,0.752184937,0.111657146
366,73.2000,0.748029799,0.111040341
367,73.4000,0.743845130,0.110419153
368,73.6000,0.739631095,0.109793606
369,73.8000,0.735387861,0.109163725
370,74.0000,0.731115595,0.108529534
371,74.2000,0.726814465,0.107891058
372,74.4000,0.722484643,0.107248323
373,74.6000,0.718126298,0.106601354
374,74.8000,0.713739602,0.105950176
375,75.0000,0.709324730,0.105294816
376,75.2000,0.704881854,0.104635299
377,75.4000,0.700411151,0.103971651
378,75.6000,0.695912797,0.103303899
379,75.8000,0.691386969,0.102632068
380,76.0000,0.686833847,0.101956185
381,76.2000,0.682253609,0.101276278
382,76.4000,0.677646437,0.100592372
383,76.6000,0.673012514,0.099904495
384,76.8000,0.668352020,0.099212674
385,77.0000,0.663665141,0.098516936
386,77.2000,0.658952062,0.097817309
387,77.4000,0.654212969,0.097113820
388,77.6000,0.649448048,0.096406498
389,77.8000,0.644657489,0.095695369
390,78.0000,0.639841479,0.094980462
391,78.2000,0.635000209,0.094261806
392,78.4000,0.630133871,0.093539429
393,78.6000,0.625242656,0.092813359
394,78.8000,0.620326758,0.092083624
395,79.0000,0.615386370,0.091350255
396,79.2000,0.610421688,0.090613279
397,79.4000,0.605432907,0.089872725
398,79.6000,0.600420225,0.089128624
399,79.8000,0.595383840,0.088381004
400,80.0000,0.590323949,0.087629895
401,80.2000,0.585240754,0.086875327
402,80.4000,0.580134454,0.086117328
403,80.6000,0.575005252,0.085355930
404,80.8000,0.569853349,0.084591163
405,81.0000,0.564678950,0.083823056
406,81.2000,0.559482258,0.083051639
407,81.4000,0.554263479,0.082276944
408,81.6000,0.549022818,0.081499001
409,81.8000,0.543760483,0.080717840
410,82.0000,0.538476681,0.079933493
411,82.2000,0.533171621,0.079145990
412,82.4000,0.527845512,0.078355362
413,82.6000,0.522498565,0.077561641
414,82.8000,0.517130990,0.076764859
415,83.0000,0.511743000,0.075965045
416,83.2000,0.506334807,0.075162233
417,83.4000,0.500906625,0.074356453
418,83.6000,0.495458668,0.073547738
419,83.8000,0.489991152,0.072736119
420,84.0000,0.484504291,0.071921629
421,84.2000,0.478998303,0.071104300
422,84.4000,0.473473404,0.070284163
423,84.6000,0.467929814,0.069461252
424,84.8000,0.462367751,0.068635598
425,85.0000,0.456787434,0.067807235
426,85.2000,0.451189084,0.066976195
427,85.4000,0.445572922,0.066142511
428,85.6000,0.439939170,0.065306216
429,85.8000,0.434288049,0.064467342
430,86.0000,0.428619784,0.063625924
431,86.2000,0.422934597,0.062781994
432,86.4000,0.417232714,0.061935585
433,86.6000,0.411514359,0.061086731
434,86.8000,0.405779758,0.060235465
435,87.0000,0.400029137,0.059381821
436,87.2000,0.394262724,0.058525834
437,87.4000,0.388480747,0.057667535
438,87.6000,0.382683432,0.056806960
439,87.8000,0.376871010,0.055944142
440,88.0000,0.371043710,0.055079116
441,88.2000,0.365201762,0.054211916
442,88.4000,0.359345396,0.053342575
443,88.6000,0.353474844,0.052471128
444,88.8000,0.347590337,0.051597610
445,89.0000,0.341692108,0.050722055
446,89.2000,0.335780389,0.049844497
447,89.4000,0.329855415,0.048964972
448,89.6000,0.323917418,0.048083513
449,89.8000,0.317966634,0.047200156
450,90.0000,0.312003297,0.046314936
451,90.2000,0.306027642,0.045427888
452,90.4000,0.300039906,0.044539046
453,90.6000,0.294040325,0.043648446
454,90.8000,0.288029136,0.042756122
455,91.0000,0.282006576,0.041862111
456,91.2000,0.275972883,0.040966447
457,91.4000,0.269928294,0.040069166
458,91.6000,0.263873050,0.039170303
459,91.8000,0.257807388,0.038269893
460,92.0000,0.251731549,0.037367973
461,92.2000,0.245645771,0.036464577
462,92.4000,0.239550296,0.035559742
463,92.6000,0.233445364,0.034653503
464,92.8000,0.227331216,0.033745896
465,93.0000,0.221208093,0.032836957
466,93.2000,0.215076237,0.031926721
467,93.4000,0.208935890,0.031015225
468,93.6000,0.202787295,0.030102505
469,93.8000,0.196630695,0.029188596
470,94.0000,0.190466331,0.028273535
471,94.2000,0.184294449,0.027357357
472,94.4000,0.178115290,0.026440100
473,94.6000,0.171929100,0.025521799
474,94.8000,0.165736123,0.024602490
475,95.0000,0.159536602,0.023682210
476,95.2000,0.153330784,0.022760995
477,95.4000,0.147118912,0.021838882
478,95.6000,0.140901232,0.020915906
479,95.8000,0.134677989,0.019992105
480,96.0000,0.128449430,0.019067514
481,96.2000,0.122215800,0.018142170
482,96.4000,0.115977345,0.017216111
483,96.6000,0.109734311,0.016289372
484,96.8000,0.103486945,0.015361989
485,97.0000,0.097235494,0.014434000
486,97.2000,0.090980204,0.013505442
487,97.4000,0.084721322,0.012576350
488,97.6000,0.078459096,0.011646762
489,97.8000,0.072193772,0.010716714
490,98.0000,0.065925598,0.009786242
491,98.2000,0.059654821,0.008855385
492,98.4000,0.053381690,0.007924178
493,98.6000,0.047106451,0.006992658
494,98.8000,0.040829352,0.006060862
495,99.0000,0.034550641,0.005128826
496,99.2000,0.028270567,0.004196589
497,99.4000,0.021989376,0.003264185
498,99.6000,0.015707317,0.002331653
499,99.8000,0.009424638,0.001399029
500,100.0000,0.003141587,0.000466349
