1,0.678594823277
2,0.729881025205
3,0.741989455948
4,0.747786248231
5,0.751154742969
6,0.753296194811
7,0.754760281063
8,0.755773243776
9,0.756484353648
10,0.756989152292
11,0.757350242568
12,0.757610030039
13,0.757797556229
14,0.757933188685
15,0.758031368648
16,0.758102356197
17,0.758153391198
18,0.758189587377
19,0.758214617962
20,0.758231123932
21,0.758241280780
22,0.758247294386
23,0.758251586562
24,0.758254727355
25,0.758256976096
26,0.758258633532
27,0.758259801092
28,0.758260675460
29,0.758261306254
30,0.758261742616
31,0.758262081816
32,0.758262323998
33,0.758262469266
34,0.758262614503
35,0.758262662909
