Malha,Posicao,Jacobi_Fluxo_Grupo1,Jacobi_Fluxo_Grupo2,Gauss_Fluxo_Grupo1,Gauss_Fluxo_Grupo2,Analitico_Fluxo_Grupo1,Analitico_Fluxo_Grupo2
95,-31.0,0.5633884227998621,0.08362829140502068,0.5613308555687457,0.08332449960538468,0.559482258,0.083051639
96,-30.8,0.5685878761526445,0.08440008956438919,0.5665282225915497,0.0840960020526342,0.56467895,0.083823056
97,-30.6,0.5737641016020689,0.08516843984762323,0.5717028457394444,0.08486412837725293,0.569853349,0.084591163
98,-30.4,0.5789168984246941,0.0859333123543736,0.5768545226616517,0.08562884861067503,0.575005252,0.08535593
99,-30.2,0.5840460671586964,0.0866946776889383,0.5819830521406583,0.08639013278433477,0.580134454,0.086117328
100,-30.0,0.5891514093515475,0.08745250620329172,0.5870882338403793,0.08714795118150298,0.585240754,0.086875327
101,-29.8,0.5942327279384984,0.08820676875405553,0.5921698686839135,0.08790227433728728,0.590323949,0.087629895
102,-29.6,0.5992898268640944,0.08895743632401318,0.5972277586017062,0.0886530726608769,0.59538384,0.088381004
103,-29.4,0.6043225117129849,0.08970447976978631,0.6022617065315495,0.08940031706513442,0.600420225,0.089128624
104,-29.2,0.6093305887006282,0.09044787057880561,0.6072715164185823,0.09014397846292246,0.605432907,0.089872725
105,-29.0,0.6143138658087477,0.09118758023850182,0.612256993467127,0.09088402776710366,0.610421688,0.090613279
106,-28.8,0.6192721520283614,0.09192358023630558,0.6172179438888528,0.091620436394214,0.61538637,0.091350255
107,-28.6,0.6242052576121058,0.09265584243813307,0.6221541750286935,0.09235317576078941,0.620326758,0.092083624
108,-28.4,0.6291129940742348,0.09338433908838585,0.6270654952389303,0.09308221715744758,0.625242656,0.092813359
109,-28.2,0.6339951743167827,0.09410904217914184,0.6319517141310275,0.09380753263031621,0.630133871,0.093539429
110,-28.0,0.6388516122510783,0.09482992408096447,0.6368126421978777,0.09452909384776796,0.635000209,0.094261806
111,-27.8,0.6436821231762301,0.09554695754290249,0.6416480913174757,0.09524687285593052,0.639841479,0.094980462
112,-27.6,0.6484865237791267,0.09626011518784293,0.6464578743751627,0.09596084207868665,0.644657489,0.095695369
113,-27.4,0.6532646320082748,0.09696937014332004,0.6512418052636265,0.09667097381400072,0.649448048,0.096406498
114,-27.2,0.6580162668214754,0.09767469541070622,0.6559996992606574,0.09737724061167383,0.654212969,0.09711382
115,-27.0,0.6627412488166331,0.09837606449602118,0.6607313726513916,0.09807961514742537,0.658952062,0.097817309
116,-26.8,0.6674393996009472,0.09907345077912279,0.6654366428542307,0.09877807034881148,0.663665141,0.098516936
117,-26.6,0.6721105424217204,0.09976682801835432,0.6701153286726783,0.09947257939522493,0.66835202,0.099212674
118,-26.4,0.6767545014093882,0.10045617022438272,0.6747672495398297,0.10016311534014019,0.673012514,0.099904495
119,-26.2,0.6813711022083274,0.10114145140787491,0.6793922266516366,0.10084965186662341,0.677646437,0.100592372
120,-26.0,0.685960171976857,0.10182264608414503,0.6839900820854795,0.10153216240590411,0.682253609,0.101276278
121,-25.8,0.6905215387564286,0.10249972851618364,0.6885606391779222,0.10221062064104842,0.686833847,0.101956185
122,-25.6,0.6950550322285973,0.10317267347162852,0.6931037222728754,0.1028850007587959,0.691386969,0.102632068
123,-25.4,0.6995604832103743,0.10384145584427928,0.6976191572252696,0.10355527656813107,0.695912797,0.103303899
124,-25.2,0.704037723906551,0.10450605090642097,0.7021067707714639,0.10422142275946686,0.700411151,0.103971651
125,-25.0,0.7084865879096985,0.10516643367801497,0.7065663909070008,0.10488341351954278,0.704881854,0.104635299
126,-24.8,0.7129069100740063,0.10582257980983173,0.7109978471384433,0.10554122353877178,0.70932473,0.105294816
127,-24.6,0.7172985266414436,0.10647446507880357,0.7154009697278636,0.10619482775940346,0.713739602,0.105950176
128,-24.4,0.7216612749894358,0.10712206500953912,0.7197755904483549,0.10684420099776908,0.718126298,0.106601354
129,-24.2,0.725994994135512,0.10776535613594153,0.7241215423321934,0.10748931869979163,0.722484643,0.107248323
130,-24.0,0.7302995242326578,0.10840431436110488,0.7284386592930838,0.10813015618547574,0.726814465,0.107891058
131,-23.8,0.7345747066954765,0.10903891634509413,0.7327267768816692,0.10876668890074438,0.731115595,0.108529534
132,-23.6,0.7388203845786753,0.10966913874797422,0.736985731530021,0.10939889266927558,0.735387861,0.109163725
133,-23.4,0.7430364019462555,0.11029495835597196,0.7412153611812312,0.11002674344066571,0.739631095,0.109793606
134,-23.2,0.7472226045023224,0.11091635245996131,0.7454155049116564,0.11065021729042944,0.74384513,0.110419153
135,-23.0,0.7513788390864372,0.11153329809849266,0.7495860030568368,0.11126929054591819,0.748029799,0.111040341
136,-22.8,0.755504954052103,0.11214577281476368,0.7537266970855778,0.1118839395344833,0.752184937,0.111657146
137,-22.6,0.7596007988882795,0.11275375440429558,0.7578374299777048,0.1124941410871496,0.75631038,0.112269542
138,-22.4,0.7636662245978675,0.11335722053644783,0.7619180455944714,0.11309987216086013,0.760405966,0.112877506
139,-22.2,0.7677010835715483,0.11395614951138891,0.7659683894340702,0.11370110946072134,0.764471531,0.113481014
140,-22.0,0.7717052293354589,0.1145505195031255,0.7699883081279586,0.11429783057326807,0.768506917,0.114080041
141,-21.8,0.7756785171820025,0.11514030893798795,0.7739776493149406,0.1148900127072801,0.772511964,0.114674565
142,-21.6,0.7796208032867142,0.11572549662079197,0.7779362623966771,0.11547763344929222,0.776486513,0.115264562
143,-21.4,0.7835319454652331,0.11630606123019151,0.7818639977821761,0.11606067076359433,0.780430407,0.115850009
144,-21.2,0.7874118027948158,0.11688198220181133,0.7857607070137101,0.11663910248855794,0.784343492,0.116430882
145,-21.0,0.7912602357404999,0.117453238466629,0.7896262431445721,0.11721290684030958,0.788225612,0.117007158
146,-20.8,0.7950771062812636,0.11801980971259296,0.7934604604872385,0.11778206216089412,0.792076614,0.117578815
147,-20.6,0.7988622774053804,0.1185816755014898,0.7972632146133691,0.11834654717011152,0.795896347,0.118145831
148,-20.4,0.8026156138673888,0.11913881589975338,0.8010343622278887,0.11890634033592497,0.799684658,0.118708182
149,-20.2,0.8063369813049598,0.11969121084765573,0.8047737616726609,0.11946142088180778,0.8034414,0.119265847
150,-20.0,0.8100262472481919,0.12023884079011615,0.8084812721709772,0.12001176777939654,0.807166423,0.119818803
151,-19.8,0.8136832802364783,0.12078168604589211,0.8121567547089863,0.12055736037808291,0.810859581,0.120367029
152,-19.6,0.8173079503231531,0.12131972743838833,0.8158000711542651,0.1210981782790952,0.814520727,0.120910503
153,-19.4,0.8209001288231693,0.12185294591717133,0.8194110850113291,0.12163420108366176,0.818149717,0.121449204
154,-19.2,0.8244596884392594,0.12238132243180765,0.8229896609179589,0.12216540877076591,0.821746409,0.121983111
155,-19.0,0.8279865032619361,0.12290483843651105,0.8265356647711183,0.12269178157122769,0.825310659,0.122512201
156,-18.8,0.8314804487694918,0.12342347525933352,0.8300489638528733,0.12321329946403048,0.828842327,0.123036455
157,-18.6,0.8349414018279989,0.12393721485913604,0.8335294269563096,0.12372994318366769,0.832341274,0.123555852
158,-18.4,0.838369240565148,0.12444603906861786,0.83697692388186,0.12424169346463271,0.835807361,0.124070371
159,-18.2,0.8417638444964096,0.12494992984663997,0.8403913260668954,0.12474853104141899,0.839240453,0.124579992
160,-18.0,0.8451250945250338,0.12544886978287245,0.8437725058302156,0.12525043702627495,0.842640412,0.125084695
161,-17.799999999999997,0.8484528729420511,0.12594284121466176,0.8471203372534764,0.12574739290920411,0.846007106,0.125584459
162,-17.6,0.8517470633001097,0.12643182685783977,0.8504346955515998,0.12623937980245487,0.8493404,0.126079266
163,-17.4,0.8550075506657999,0.12691580968056201,0.8537154574505269,0.12672637969970413,0.852640164,0.126569095
164,-17.200000000000003,0.8582342213673299,0.12739477277714575,0.8569625006835463,0.12720837446871036,0.855906268,0.127053928
165,-17.0,0.8614269629945259,0.1278686996203938,0.860175704494966,0.12768534597723208,0.859138581,0.127533745
166,-16.799999999999997,0.8645856646511563,0.12833757355694708,0.863354949640115,0.12815727659670118,0.862336978,0.128008527
167,-16.6,0.8677102168287687,0.12880137843809372,0.8665001180075868,0.1286241488244679,0.86550133,0.128478255
168,-16.4,0.8708005110282059,0.129260098115122,0.8696110927451581,0.12908594540971915,0.868631514,0.128942911
169,-16.200000000000003,0.8738564406427374,0.12971371669164367,0.872687758637545,0.12954264910164184,0.871727407,0.129402477
170,-16.0,0.8768778999487656,0.13016221864975597,0.8757300016027278,0.12999424302717788,0.874788884,0.129856934
171,-15.799999999999997,0.8798647848627963,0.13060558847155615,0.8787377090697072,0.13044071043918762,0.877815827,0.130306265
172,-15.600000000000001,0.8828169924367918,0.13104381076530328,0.8817107696007492,0.130882034842368,0.880808115,0.130750451
173,-15.399999999999999,0.8857344212366558,0.1314768706439036,0.8846490731432213,0.13131819986733437,0.88376563,0.131189476
174,-15.200000000000003,0.8886169712160722,0.13190475309410163,0.8875525112814296,0.1317491893965387,0.886688256,0.131623321
175,-15.0,0.8914645433380196,0.1323274434811273,0.890420976607027,0.1321749876901881,0.889575876,0.132051971
176,-14.799999999999997,0.8942770403317414,0.13274492742253413,0.8932543633486049,0.13259557875665284,0.892428378,0.132475407
177,-14.600000000000001,0.8970543660619376,0.13315719053587566,0.8960525668680195,0.1330109471079767,0.895245648,0.132893613
178,-14.399999999999999,0.899796425781088,0.13356421881719086,0.8988154840381474,0.1334210776339584,0.898027576,0.133306572
179,-14.200000000000003,0.9025031258771289,0.13396599851484234,0.9015430129910486,0.1338259550984784,0.900774051,0.133714269
180,-14.0,0.905174374504262,0.13436251575103086,0.9042350532438848,0.13422556451725376,0.903484964,0.134116688
181,-13.799999999999997,0.9078100806998213,0.13475375702644266,0.9068915058248379,0.13461989128375665,0.90616021,0.134513811
182,-13.600000000000001,0.9104101551412447,0.13513970934641117,0.9095122730212731,0.1350089209173775,0.908799682,0.134905624
183,-13.399999999999999,0.9129745096414262,0.13552035933778447,0.9120972583797394,0.1353926390634252,0.911403277,0.135292111
184,-13.200000000000003,0.9155030576533634,0.1358956942582196,0.9146463669578054,0.13577103161904513,0.91397089,0.135673258
185,-13.0,0.9179957135131867,0.13626570149153544,0.9171595050722234,0.13614408460730132,0.916502422,0.136049048
186,-12.799999999999997,0.9204523931971297,0.13663036842155094,0.9196365806766843,0.13651178455493085,0.918997772,0.136419467
187,-12.600000000000001,0.9228730139430446,0.13698968281057036,0.9220775027322257,0.1368741177368343,0.921456841,0.1367845
188,-12.399999999999999,0.9252574943765631,0.13734363267322172,0.924482181710905,0.13723107093158562,0.923879533,0.137144134
189,-12.200000000000003,0.9276057541326116,0.13769220589797113,0.9268505297217186,0.13758263116959538,0.926265751,0.137498353
190,-12.0,0.9299177147385438,0.13803539087793193,0.9291824597550906,0.1379287854812742,0.928615402,0.137847144
191,-11.799999999999997,0.932193298352522,0.13837317613237937,0.9314778866902209,0.13826952127478767,0.930928393,0.138190493
192,-11.600000000000001,0.9344324290251361,0.13870555043291222,0.9337367264136561,0.13860482595830148,0.933204633,0.138528386
193,-11.399999999999999,0.9366350318162703,0.13903250255112934,0.9359588961970442,0.13893468731773626,0.935444031,0.138860811
194,-11.200000000000003,0.9388010332997505,0.13935402163711494,0.9381443150748903,0.13925909339084933,0.937646499,0.139187754
195,-11.0,0.9409303610586972,0.13967009684095333,0.940292903089046,0.13957803221539808,0.939811951,0.139509201
196,-10.799999999999997,0.9430229441901726,0.13998071781737592,0.942404581666465,0.13989149208097654,0.941940301,0.139825142
197,-10.600000000000001,0.9450787133051806,0.14028587409495247,0.9444792738710392,0.14019946178085213,0.944031464,0.140135562
198,-10.399999999999999,0.947097599771696,0.14058555570689982,0.9465169038999259,0.14050192985645557,0.946085359,0.14044045
199,-10.200000000000003,0.9490795368501207,0.14087975243411135,0.948517397461302,0.14079888535289095,0.948101904,0.140739793
200,-10.0,0.9510244586839894,0.1411684546882894,0.9504806817743653,0.14109031756709908,0.950081019,0.14103358
201,-9.799999999999997,0.9529323009307784,0.1414516528811363,0.9524066850656595,0.14137621567010236,0.952022627,0.1413218
202,-9.600000000000001,0.9548030005095821,0.1417293378028399,0.9542953373245856,0.14165656933659668,0.953926651,0.14160444
203,-9.399999999999999,0.9566364954749516,0.14200149999126432,0.9561465696738098,0.14193136836719614,0.955793015,0.14188149
204,-9.200000000000003,0.9584327255215408,0.14226813061508278,0.9579603148729363,0.14220060268843324,0.957621646,0.142152939
205,-9.0,0.9601916312271369,0.14252922084296854,0.9597365068148349,0.14246426260459555,0.959412472,0.142418776
206,-8.799999999999997,0.9619131546834685,0.14278476222208025,0.9614750810293136,0.14272233854588892,0.961165422,0.14267899
207,-8.600000000000001,0.9635972394962063,0.14303474604725294,0.9631759740535271,0.14297482106843762,0.962880427,0.142933572
208,-8.399999999999999,0.9652438300279914,0.1432791644964543,0.9648391243134052,0.1432217009802025,0.964557418,0.143182511
209,-8.200000000000003,0.9668528724077304,0.14351800911684306,0.966464471242225,0.1434629692150629,0.966196331,0.143425797
210,-8.0,0.968424313647463,0.14375127246487232,0.9680519557842828,0.14369861721057137,0.9677971,0.143663422
211,-7.799999999999997,0.9699581023993319,0.14397894659234797,0.969601520394896,0.14392863640428058,0.969359662,0.143895374
212,-7.600000000000001,0.9714541884509362,0.14420102418188496,0.9711131086626464,0.14415301823374316,0.970883956,0.144121646
213,-7.399999999999999,0.9729125228514933,0.14441749804226012,0.9725866659389729,0.14437175476610342,0.97236992,0.144342228
214,-7.200000000000003,0.9743330579118386,0.14462836085608835,0.9740221384567426,0.1445848379425874,0.973817497,0.144557112
215,-7.0,0.9757157472044257,0.14483360606295553,0.9754194743375981,0.1447922600821761,0.97522663,0.144766289
216,-6.799999999999997,0.977060545689488,0.14503322659780019,0.9767786228364469,0.1449940135038506,0.976597262,0.144969751
217,-6.600000000000001,0.9783674094627153,0.14522721627869362,0.9780995347192165,0.14519009115618364,0.97792934,0.145167489
218,-6.399999999999999,0.9796362960075772,0.14541556867138342,0.9793821620110179,0.14538048586182964,0.979222811,0.145359497
219,-6.200000000000003,0.9808671640691614,0.14559827759394087,0.9806264582479824,0.14556519056936132,0.980477623,0.145545766
220,-6.0,0.9820599734018504,0.14577533711676088,0.9818323782254248,0.14574419873102484,0.981693729,0.145726289
221,-5.799999999999997,0.9832146855262917,0.14594674156256188,0.9829998783755978,0.14591750367314796,0.982871078,0.145901059
222,-5.600000000000001,0.9843312627201037,0.14611248525406242,0.9841289162640198,0.1460850993516502,0.984009626,0.14607007
223,-5.399999999999999,0.9854096689010087,0.14627256289246648,0.9852194510931475,0.1462469795965327,0.985109326,0.146233313
224,-5.200000000000003,0.9864498691221847,0.1464269693051397,0.9862714431987024,0.14640313848963335,0.986170136,0.146390784
225,-5.0,0.9874518294461049,0.14657569931944792,0.9872848545533449,0.14655357036462663,0.987192014,0.146542475
226,-4.799999999999997,0.9884155175753453,0.14671874839356588,0.9882596483889188,0.14669826993294216,0.988174919,0.146688381
227,-4.600000000000001,0.9893409023479388,0.14685611160718298,0.9891957893223692,0.14683723165417278,0.989118813,0.146828496
228,-4.399999999999999,0.9902279537373743,0.14698778479695948,0.9900932434816617,0.14697045086933977,0.990023658,0.146962815
229,-4.200000000000003,0.9910766431049206,0.1471137634210701,0.9909519783798637,0.14709792241579106,0.990889418,0.147091332
230,-4.0,0.9918869430734649,0.1472340436946606,0.9917719627892261,0.14721964176046629,0.99171606,0.147214041
231,-3.799999999999997,0.9926588274013505,0.14734862145439115,0.9925531669930197,0.1473356046221417,0.992503551,0.14733094
232,-3.6000000000000014,0.9933922712347003,0.1474574932938929,0.9932955626596169,0.14744580659367537,0.993251859,0.147442021
233,-3.3999999999999986,0.9940872508550941,0.14756065542831148,0.9939991228424927,0.1475502438975169,0.993960955,0.147547282
234,-3.200000000000003,0.9947437438057295,0.1476581047036016,0.9946638219802227,0.14764891263019772,0.994630812,0.147646718
235,-3.0,0.995361729017584,0.14774983783955625,0.9952896358964856,0.14774180914008575,0.995261402,0.147740325
236,-2.799999999999997,0.9959411865570915,0.14783585206061553,0.9958765419259789,0.1478289300273858,0.995852701,0.1478281
237,-2.6000000000000014,0.9964820977523039,0.14791614433889597,0.9964245186625845,0.14791027239597598,0.996404686,0.147910039
238,-2.3999999999999986,0.9969844450667295,0.14799071240348496,0.9969335463371226,0.1479858329719793,0.996917334,0.147986138
239,-2.200000000000003,0.9974482126039801,0.1480595536049845,0.9974036060618412,0.14805560911111051,0.997390625,0.148056395
240,-2.0,0.9978733850984766,0.1481226659248056,0.9978346809636827,0.14811959842092118,0.997824541,0.148120807
241,-1.7999999999999972,0.998259949177067,0.1481800470920357,0.9982267553028537,0.14817779825712601,0.998219065,0.148179372
242,-1.6000000000000014,0.99860789222357,0.14823169546657117,0.9985798144728266,0.1482302067309499,0.998574181,0.148232087
243,-1.3999999999999986,0.9989172031357466,0.14827760928214673,0.998893845881767,0.14827682195361763,0.998889875,0.148278949
244,-1.2000000000000028,0.9991878719468135,0.14831778715098243,0.9991688376933507,0.1483176420363541,0.999166134,0.148319958
