NumeroIteracoes,35
Keff,0.758262662909

Malha,Posicao,Fluxo_Grupo1,Fluxo_Grupo2
299,59.8000,7.568082548,1.123393336
300,60.0000,7.553254768,1.121192314
301,60.2000,7.538132583,1.118947592
302,60.4000,7.522716493,1.116659243
303,60.6000,7.507007008,1.114327343
304,60.8000,7.491004650,1.111951968
305,61.0000,7.474709948,1.109533199
306,61.2000,7.458123446,1.107071115
307,61.4000,7.441245694,1.104565799
308,61.6000,7.424077254,1.102017333
309,61.8000,7.406618700,1.099425803
310,62.0000,7.388870614,1.096791295
311,62.2000,7.370833590,1.094113898
312,62.4000,7.352508230,1.091393701
313,62.6000,7.333895151,1.088630795
314,62.8000,7.314994975,1.085825272
315,63.0000,7.295808339,1.082977228
316,63.2000,7.276335888,1.080086758
317,63.4000,7.256578278,1.077153959
318,63.6000,7.236536175,1.074178931
319,63.8000,7.216210258,1.071161774
320,64.0000,7.195601213,1.068102589
321,64.2000,7.174709739,1.065001482
322,64.4000,7.153536544,1.061858556
323,64.6000,7.132082349,1.058673918
324,64.8000,7.110347882,1.055447678
325,65.0000,7.088333885,1.052179945
326,65.2000,7.066041109,1.048870830
327,65.4000,7.043470316,1.045520447
328,65.6000,7.020622277,1.042128910
329,65.8000,6.997497777,1.038696335
330,66.0000,6.974097609,1.035222841
331,66.2000,6.950422577,1.031708546
332,66.4000,6.926473497,1.028153572
333,66.6000,6.902251194,1.024558042
334,66.8000,6.877756506,1.020922079
335,67.0000,6.852990278,1.017245809
336,67.2000,6.827953370,1.013529360
337,67.4000,6.802646650,1.009772860
338,67.6000,6.777070997,1.005976441
339,67.8000,6.751227302,1.002140234
340,68.0000,6.725116466,0.998264373
341,68.2000,6.698739400,0.994348993
342,68.4000,6.672097027,0.990394231
343,68.6000,6.645190280,0.986400227
344,68.8000,6.618020103,0.982367119
345,69.0000,6.590587451,0.978295050
346,69.2000,6.562893290,0.974184164
347,69.4000,6.534938596,0.970034604
348,69.6000,6.506724356,0.965846518
349,69.8000,6.478251568,0.961620053
350,70.0000,6.449521241,0.957355360
351,70.2000,6.420534395,0.953052590
352,70.4000,6.391292060,0.948711895
353,70.6000,6.361795278,0.944333431
354,70.8000,6.332045099,0.939917353
355,71.0000,6.302042588,0.935463820
356,71.2000,6.271788817,0.930972990
357,71.4000,6.241284872,0.926445025
358,71.6000,6.210531847,0.921880086
359,71.8000,6.179530848,0.917278340
360,72.0000,6.148282992,0.912639950
361,72.2000,6.116789406,0.907965085
362,72.4000,6.085051230,0.903253913
363,72.6000,6.053069611,0.898506605
364,72.8000,6.020845710,0.893723334
365,73.0000,5.988380697,0.888904272
366,73.2000,5.955675753,0.884049596
367,73.4000,5.922732071,0.879159482
368,73.6000,5.889550853,0.874234108
369,73.8000,5.856133313,0.869273656
370,74.0000,5.822480674,0.864278306
371,74.2000,5.788594172,0.859248242
372,74.4000,5.754475051,0.854183649
373,74.6000,5.720124568,0.849084712
374,74.8000,5.685543990,0.843951622
375,75.0000,5.650734593,0.838784565
376,75.2000,5.615697666,0.833583735
377,75.4000,5.580434507,0.828349324
378,75.6000,5.544946425,0.823081525
379,75.8000,5.509234739,0.817780536
380,76.0000,5.473300779,0.812446553
381,76.2000,5.437145886,0.807079775
382,76.4000,5.400771410,0.801680402
383,76.6000,5.364178714,0.796248638
384,76.8000,5.327369168,0.790784685
385,77.0000,5.290344154,0.785288749
386,77.2000,5.253105066,0.779761036
387,77.4000,5.215653305,0.774201754
388,77.6000,5.177990285,0.768611114
389,77.8000,5.140117428,0.762989326
390,78.0000,5.102036169,0.757336604
391,78.2000,5.063747951,0.751653161
392,78.4000,5.025254227,0.745939214
393,78.6000,4.986556461,0.740194979
394,78.8000,4.947656128,0.734420675
395,79.0000,4.908554711,0.728616524
396,79.2000,4.869253704,0.722782746
397,79.4000,4.829754611,0.716919564
398,79.6000,4.790058946,0.711027204
399,79.8000,4.750168231,0.705105892
400,80.0000,4.710084002,0.699155854
401,80.2000,4.669807800,0.693177321
402,80.4000,4.629341179,0.687170523
403,80.6000,4.588685701,0.681135691
404,80.8000,4.547842939,0.675073060
405,81.0000,4.506814474,0.668982863
406,81.2000,4.465601897,0.662865337
407,81.4000,4.424206809,0.656720721
408,81.6000,4.382630821,0.650549251
409,81.8000,4.340875552,0.644351170
410,82.0000,4.298942631,0.638126719
411,82.2000,4.256833695,0.631876141
412,82.4000,4.214550393,0.625599680
413,82.6000,4.172094380,0.619297583
414,82.8000,4.129467322,0.612970097
415,83.0000,4.086670893,0.606617469
416,83.2000,4.043706778,0.600239951
417,83.4000,4.000576667,0.593837793
418,83.6000,3.957282262,0.587411248
419,83.8000,3.913825273,0.580960569
420,84.0000,3.870207419,0.574486012
421,84.2000,3.826430427,0.567987833
422,84.4000,3.782496032,0.561466290
423,84.6000,3.738405978,0.554921642
424,84.8000,3.694162018,0.548354148
425,85.0000,3.649765913,0.541764070
426,85.2000,3.605219433,0.535151671
427,85.4000,3.560524353,0.528517214
428,85.6000,3.515682460,0.521860965
429,85.8000,3.470695547,0.515183190
430,86.0000,3.425565415,0.508484156
431,86.2000,3.380293873,0.501764132
432,86.4000,3.334882739,0.495023387
433,86.6000,3.289333838,0.488262192
434,86.8000,3.243649000,0.481480820
435,87.0000,3.197830067,0.474679542
436,87.2000,3.151878885,0.467858635
437,87.4000,3.105797310,0.461018372
438,87.6000,3.059587202,0.454159030
439,87.8000,3.013250431,0.447280887
440,88.0000,2.966788874,0.440384221
441,88.2000,2.920204413,0.433469312
442,88.4000,2.873498938,0.426536440
443,88.6000,2.826674346,0.419585886
444,88.8000,2.779732541,0.412617934
445,89.0000,2.732675433,0.405632867
446,89.2000,2.685504938,0.398630969
447,89.4000,2.638222981,0.391612526
448,89.6000,2.590831490,0.384577825
449,89.8000,2.543332401,0.377527151
450,90.0000,2.495727656,0.370460795
451,90.2000,2.448019203,0.363379045
452,90.4000,2.400208996,0.356282191
453,90.6000,2.352298995,0.349170523
454,90.8000,2.304291165,0.342044335
455,91.0000,2.256187476,0.334903917
456,91.2000,2.207989907,0.327749564
457,91.4000,2.159700438,0.320581570
458,91.6000,2.111321057,0.313400230
459,91.8000,2.062853756,0.306205839
460,92.0000,2.014300534,0.298998695
461,92.2000,1.965663392,0.291779094
462,92.4000,1.916944339,0.284547334
463,92.6000,1.868145386,0.277303714
464,92.8000,1.819268551,0.270048534
465,93.0000,1.770315854,0.262782093
466,93.2000,1.721289322,0.255504692
467,93.4000,1.672190985,0.248216633
468,93.6000,1.623022877,0.240918217
469,93.8000,1.573787037,0.233609748
470,94.0000,1.524485507,0.226291528
471,94.2000,1.475120334,0.218963860
472,94.4000,1.425693568,0.211627051
473,94.6000,1.376207262,0.204281403
474,94.8000,1.326663474,0.196927223
475,95.0000,1.277064264,0.189564816
476,95.2000,1.227411696,0.182194489
477,95.4000,1.177707837,0.174816549
478,95.6000,1.127954757,0.167431303
479,95.8000,1.078154530,0.160039058
480,96.0000,1.028309231,0.152640123
481,96.2000,0.978420938,0.145234806
482,96.4000,0.928491732,0.137823416
483,96.6000,0.878523697,0.130406262
484,96.8000,0.828518919,0.122983655
485,97.0000,0.778479485,0.115555903
486,97.2000,0.728407486,0.108123318
487,97.4000,0.678305013,0.100686209
488,97.6000,0.628174160,0.093244887
489,97.8000,0.578017023,0.085799664
490,98.0000,0.527835698,0.078350851
491,98.2000,0.477632284,0.070898759
492,98.4000,0.427408881,0.063443699
493,98.6000,0.377167590,0.055985985
494,98.8000,0.326910512,0.048525927
495,99.0000,0.276639750,0.041063838
496,99.2000,0.226357409,0.033600030
497,99.4000,0.176065593,0.026134816
498,99.6000,0.125766406,0.018668508
499,99.8000,0.075461955,0.011201418
500,100.0000,0.025154344,0.003733859
